Latitude;Longitude;Num Ligne;rang;Type;Nom_Station;trafic_2018;trafic_2019;trafic_2020;correspondance_1;correspondance_2;correspondance_3;correspondance_4;correspondance_5;ville;arrondissement_pour_paris;;annee;traffic total
48.8626540191;2.38760728815;"2;3";83;Metro;PERE LACHAISE;4882748;4724592;2503028;2;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;20;;;
48.8848962552;2.29772434648;3;106;Metro;PEREIRE;4804340;4446732;2221107;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;17;;;
48.8339363927;2.31807828549;13;185;Metro;PERNETY;3310917;3050541;1395770;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;14;;;
48.8584665494;2.38972985235;2;248;Metro;PHILIPPE AUGUSTE;1922463;1763562;925913;2;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;11;;;
48.8450615799;2.40128901983;6;285;Metro;PICPUS;1404477;1302314;595063;6;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;12;;;
48.815930763;2.37726720015;7;270;Metro;PIERRE CURIE;1608512;1535768;780043;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Ivry;;;;
48.8823901507;2.33729479057;"2;12";84;Metro;PIGALLE;5949716;5599495;2496923;2;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;18;;;
48.8836149922;2.32783955611;"2;13";37;Metro;PLACE CLICHY;8769157;8020440;3643247;2;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;17;;;
48.8768063892;2.39305609332;"7bis;11";158;Metro;PLACE DES FETES;2987172;2921564;1620143;7bis;11;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;19;;;
48.830972673;2.35558027408;"5;6;7";14;Metro;PLACE D'ITALIE;11508361;10577276;5031748;5;6;7;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8428668307;2.35222472818;7;202;Metro;PLACE MONGE;3134478;2828772;1269871;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;6;;;
48.8318256496;2.31412232347;13;79;Metro;PLAISANCE;5091432;4784211;2590236;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;14;;;
48.8772363191;2.34929390248;7;149;Metro;POISSONNIERE;3704783;3466034;1686977;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;10;;;
48.8978210671;2.27980958669;3;92;Metro;PONT DE LEVALLOIS-BECON;5374925;5068483;2404120;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Levallois-Perret;;;;
48.8847082013;2.26051507789;1;36;Metro;PONT DE NEUILLY;7127658;6902027;3678074;1;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Neuilly Sur Seine;;;;
48.8296748438;2.23079959132;9;69;Metro;PONT DE SEVRES;5332900;5048247;2651763;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Boulogne Billancourt;;;;
48.8535754725;2.35716257162;7;279;Metro;PONT MARIE;1769299;1733641;721712;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;4;;;
48.8585538264;2.34223275937;7;284;Metro;PONT NEUF;1613273;1546517;605030;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;4;;;
48.8400337865;2.33709643089;RER B;35;RER;PORT ROYAL;3489722;3479339;1824145;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;5;;;
48.8714665781;2.27708301705;2;179;Metro;PORTE DAUPHINE;3119154;2932159;1460742;2;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8479715406;2.25774468038;10;299;Metro;PORTE D'AUTEUIL;652631;622094;262784;10;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8646003734;2.40803103708;3;102;Metro;PORTE DE BAGNOLET;4347994;4020800;2244934;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;20;;;
48.8857931052;2.2925823141;3;165;Metro;PORTE DE CHAMPERRET;3431010;3189251;1576691;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;17;;;
48.8331629295;2.40144805422;8;228;Metro;PORTE DE CHARENTON;2262053;2105924;1146232;8;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;12;;;
48.819876221;2.36453195175;7;283;Metro;PORTE DE CHOISY;2943551;2598026;647656;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8942522622;2.31377215877;"13;14";96;Metro;PORTE DE CLICHY;4410686;4495978;2352078;13;14;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;17;;;
48.8974022229;2.34484774875;4;15;Metro;PORTE DE CLIGNANCOURT;8050206;8393535;4902116;4;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;18;;;
48.8972452881;2.35950786882;12;201;Metro;PORTE DE LA CHAPELLE;2673189;2379751;1276901;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;18;;;
48.8973898907;2.38550838768;7;123;Metro;PORTE DE LA VILLETTE;4162037;4159555;1981878;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;19;;;
48.8535439161;2.41062642574;9;93;Metro;PORTE DE MONTREUIL;4735534;4344016;2383093;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;20;;;
48.8885036879;2.39211369776;5;97;Metro;PORTE DE PANTIN;5377661;5615256;2336476;5;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;19;;;
48.8379612135;2.25712222985;9;80;Metro;PORTE DE SAINT-CLOUD;5386794;5174694;2576290;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8973747955;2.32894281278;13;119;Metro;PORTE DE SAINT-OUEN;3764392;3761155;2060676;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;17;;;
48.8277955435;2.30553466965;13;87;Metro;PORTE DE VANVES;4907106;4660158;2460078;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;14;;;
48.8324490991;2.2880221411;12;89;Metro;PORTE DE VERSAILLES;6388506;5823995;2449859;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;15;;;
48.8471584794;2.41014036797;1;17;Metro;PORTE DE VINCENNES;7164764;7633984;4840436;1;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;12;;;
48.8771748193;2.406480157;"3bis;11";120;Metro;PORTE DES LILAS;3868367;3439385;2021179;3bis;11;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;20;;;
48.8192233496;2.35970521675;7;180;Metro;PORTE D'ITALIE;2444086;2363639;1458709;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8213557838;2.36929058735;7;235;Metro;PORTE D'IVRY;2045606;1901960;1055770;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8347851581;2.40538321063;8;182;Metro;PORTE DOREE;2850341;2763236;1428784;8;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;12;;;
48.823411629;2.32557563621;4;48;Metro;PORTE D'ORLEANS;6669356;6259225;3314496;4;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;14;;;
48.8775512518;2.28316224223;1;32;Metro;PORTE MAILLOT;8181976;8226552;3784418;1;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8799957944;2.39894666246;7bis;301;Metro;PRE-SAINT-GERVAIS;389255;386948;226935;7bis;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;19;;;
48.8659809205;2.33433072438;7;55;Metro;PYRAMIDES;5277037;6069724;3048580;7;14;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;1;;;
48.8738818542;2.3853162151;11;191;Metro;PYRENEES;3354023;2920049;1364625;11;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;20;;;
48.8370451192;2.37282572183;6;184;Metro;QUAI DE LA GARE;3252321;3033927;1410543;6;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8465154042;2.36587346941;5;287;Metro;QUAI DE LA RAPEE;1273466;1155002;525558;5;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;12;;;
48.8695852435;2.33621884752;3;247;Metro;QUATRE-SEPTEMBRE;2038075;1997741;938821;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;2;;;
48.8612049903;2.35349574013;11;187;Metro;RAMBUTEAU;4074086;3219510;1389112;11;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;3;;;
48.8554850504;2.27010913894;9;206;Metro;RANELAGH;2470025;2314539;1234203;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8389642807;2.33075419209;"4;6";259;Metro;RASPAIL;1995962;1887146;867633;4;6;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;14;;;
48.8663402993;2.35206831805;"3;4";64;Metro;REAUMUR-SEBASTOPOL;5669490;5291106;2718817;3;4;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;3;;;
48.8484578485;2.32778212715;12;292;Metro;RENNES;1288804;1181641;506779;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;6;;;
48.8670267876;2.36424799375;"3;5;8;9;11";9;Metro;REPUBLIQUE;18327920;16596521;6988692;3;5;8;9;11;Paris;11;;;
48.8473037861;2.38634170635;"1;8";30;Metro;REUILLY-DIDEROT;6037085;6328040;3860750;1;8;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;12;;;
48.8598736244;2.37191398009;5;227;Metro;RICHARD LENOIR;2172035;2422197;1148587;5;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;11;;;
48.8717866021;2.33903054672;"8;9";99;Metro;RICHELIEU-DROUOT;5340869;5014491;2313492;8;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;9;;;
48.888267617;2.37420401204;7;210;Metro;RIQUET;2434730;2312581;1226397;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;19;;;
48.8557264286;2.42298321615;9;100;Metro;ROBESPIERRE;4702422;4221091;2281953;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Montreuil;;;;
48.780237298;2.28143059543;RER B;48;RER;ROBINSON;2181910;2158769;1160290;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Sceaux;;;;
48.8822269008;2.32127492677;2;181;Metro;ROME;2992054;2753714;1435310;2;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;17;;;
48.8639744458;2.27811255845;9;147;Metro;RUE DE LA POMPE;3241496;3004505;1700312;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8523154274;2.38937812792;9;188;Metro;RUE DES BOULETS;2654910;2583609;1383972;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;11;;;
48.8555509402;2.32571242217;12;252;Metro;RUE DU BAC;2389323;2304665;916367;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;7;;;
48.8875736186;2.17257944908;RER A;14;RER;RUEIL-MALMAISON;7052357;7275192;3408182;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Rueil-Malmaison;;;;
48.8610192599;2.37473343128;9;171;Metro;SAINT-AMBROISE;3037654;2977955;1544174;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;11;;;
48.8745583847;2.3213619281;9;168;Metro;SAINT-AUGUSTIN;3853378;3052723;1563979;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;8;;;
48.9299358897;2.35603579417;13;105;Metro;SAINT-DENIS-PORTE DE PARIS;4503548;4032072;2236506;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Saint Denis;;;;
48.9458456578;2.36454176349;13;72;Metro;SAINT-DENIS-UNIVERSITE;4993498;4770181;2626602;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Saint Denis;;;;
48.8721014421;2.40451494238;3bis;295;Metro;SAINT-FARGEAU;737146;716699;339164;3bis;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;8;;;
48.8514417056;2.3144081215;13;266;Metro;SAINT-FRANCOIS-XAVIER;1756612;1701996;812792;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;7;;;
48.8784252576;2.33759508282;12;289;Metro;SAINT-GEORGES;1258381;1135274;523670;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;9;;;
48.853718934;2.33377613686;4;144;Metro;SAINT-GERMAIN DES PRES;4191939;3866889;1712923;4;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;6;;;
48.8980764111;2.0948366283;RER A;20;RER;SAINT-GERMAIN-EN-LAYE;4908355;4826408;2644464;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Saint-Germain-en-Laye;;;;
48.8329008165;2.33713519061;6;257;Metro;SAINT-JACQUES;2324865;1954772;900155;6;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8750063981;2.32457481029;"3;9;12;13";1;Metro;SAINT-LAZARE;46679970;46923920;26904975;3;9;12;13;14;Paris;8;;;
48.8463569889;2.41947990037;1;42;Metro;SAINT-MANDE-TOURELLE;6314385;6245865;3487584;1;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Saint Mande;;;;
48.838427297;2.3609671677;5;212;Metro;SAINT-MARCEL;2286932;2131369;1211679;5;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8640865748;2.38079798618;3;195;Metro;SAINT-MAUR;3065770;2924501;1331250;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;11;;;
48.8062000248;2.4727204038;RER A;29;RER;SAINT-MAUR-CRETEIL;3592853;3632233;2151064;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Saint-Maur des Fosses;;;;
48.8531679849;2.34328597892;4;85;Metro;SAINT-MICHEL;6713126;6286034;2481981;4;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;5;;;
48.8533357965;2.34603498444;RER B;19;RER;SAINT-MICHEL-NOTRE-DAME;7247647;6226365;2716148;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;;;;
48.8552362528;2.36095648866;1;45;Metro;SAINT-PAUL;6443129;6502842;3357660;1;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;4;;;
48.8724223837;2.31003834462;9;193;Metro;SAINT-PHILIPPE-DU-ROULE;3076501;3187997;1353374;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;8;;;
48.846878238;2.32679278504;4;153;Metro;SAINT-PLACIDE;3376988;3304968;1673383;4;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;6;;;
48.702751043;2.07124284902;RER B;55;RER;SAINT-REMY-LES-CHEVREUSE;915757;899484;446253;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Saint-Remy-les-Chevreuse;;;;
48.8611688655;2.36721086641;8;265;Metro;SAINT-SEBASTIEN-FROISSART;1731645;1685816;816381;8;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;3;;;
48.8516722456;2.33125629137;4;218;Metro;SAINT-SULPICE;2350813;2287634;1196573;4;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;6;;;
48.7813567204;2.29764767917;RER B;60;RER;SCEAUX;756148;732895;358354;RER B;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;sceaux;;;;
48.8470661332;2.30740224062;10;268;Metro;SEGUR;1605135;1669348;804110;10;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;15;;;
48.867309475;2.34751621328;3;161;Metro;SENTIER;3507732;3420249;1601006;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;3;;;
48.8511923493;2.32648847397;"10;12";90;Metro;SEVRES-BABYLONE;5430593;5037509;2441636;10;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;7;;;
48.8456269667;2.3095314901;6;251;Metro;SEVRES-LECOURBE;2431794;1957206;923347;6;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;15;;;
48.893941388;2.34776550172;4;164;Metro;SIMPLON;2756818;2366858;1576778;4;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;18;;;
48.8585111299;2.32315485584;12;250;Metro;SOLFERINO;2130716;2073832;923536;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;7;;;
48.8842789443;2.36588135817;"2;5;7";46;Metro;STALINGRAD;7342659;6891050;3336898;2;5;7;Pas de correspondance;Pas de correspondance;Paris;19;;;
48.8692241717;2.3546037907;"4;8;9";26;Metro;STRASBOURG-SAINT-DENIS;9258372;9524965;4275630;4;8;9;Pas de correspondance;Pas de correspondance;Paris;2;;;
48.7717079061;2.50748264572;RER A;40;RER;SUCY-BONNEUIL;2540004;2602931;1546784;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Sucy-en-Brie;;;;
48.8512376804;2.361985141;7;273;Metro;SULLY-MORLAND;1550640;1502672;767233;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;4;;;
48.8754744567;2.3988675939;11;220;Metro;TELEGRAPHE;2425536;1823734;1194040;11;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;20;;;
48.8666826802;2.36154153207;3;277;Metro;TEMPLE;1258217;1194283;731355;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;2;;;
48.8779727014;2.29831037512;2;146;Metro;TERNES;3627447;3329214;1703632;2;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;17;;;
48.8264260109;2.35724565076;7;178;Metro;TOLBIAC;3451768;3191066;1496862;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;13;;;
48.8396455173;2.65513008664;RER A;22;RER;TORCY;4242369;4223220;2448031;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Torcy;;;;
48.8763179623;2.3325430273;12;274;Metro;TRINITE-D'ESTIENNE D'ORVES;2133878;1876512;757661;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;9;;;
48.8630650202;2.28624317069;"6;9";38;Metro;TROCADERO;9381362;9327124;3618422;6;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8643437787;2.33012987711;1;205;Metro;TUILERIES;2682811;2614837;1239066;1;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;1;;;
48.8537955765;2.48818757518;RER A;6;RER;VAL DE FONTENAY;14052186;14295323;7985198;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Fontenay-sous-Bois;;;;
48.855394809;2.77343391788;RER A;17;RER;VAL D'EUROPE;5137706;4656709;2816459;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Serris;;;;
48.8488163725;2.32125786291;10;288;Metro;VANEAU;1067512;1028480;524526;10;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;7;;;
48.8568713792;2.31505663732;13;286;Metro;VARENNE;1410421;1241311;559530;13;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;7;;;
48.8395165854;2.30110751488;12;145;Metro;VAUGIRARD;3663937;3445009;1709593;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;15;;;
48.8422184136;2.32900892624;4;241;Metro;VAVIN;2182742;2021987;1009201;4;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;14;;;
48.8697985565;2.28533509469;2;122;Metro;VICTOR HUGO;4005276;3841033;1991304;2;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;16;;;
48.8046881209;2.3639531966;7;175;Metro;VILLEJUIF-LEO LAGRANGE;2799771;2830893;1500000;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Villejuif;;;;
48.7875627921;2.36780410698;7;28;Metro;VILLEJUIF-LOUIS ARAGON;7479307;7198931;4029467;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Villejuif;;;;
48.7964830828;2.36826954143;7;189;Metro;VILLEJUIF-PAUL VAILLANT-COUTURIER;2470026;2449391;1382850;7;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Villejuif;;;;
48.8811500285;2.31517662622;"2;3";104;Metro;VILLIERS;6237308;5667552;2244643;2;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;17;;;
48.8473083595;2.43329971764;RER A;9;RER;VINCENNES;6980574;7932117;4480985;RER A;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Vincennes;;;;
48.8415055224;2.30794867934;12;232;Metro;VOLONTAIRES;2342480;2362771;1111705;12;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;15;;;
48.8574537227;2.38071878586;9;81;Metro;VOLTAIRE;5195333;4975145;2572383;9;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;11;;;
48.8838092012;2.30467444053;3;207;Metro;WAGRAM;2565333;2386255;1231276;3;Pas de correspondance;Pas de correspondance;Pas de correspondance;Pas de correspondance;Paris;17;;;
